customerID,region,contractLength,weeklyVolume,basePricePerItem,discountRate,finalWeeklyPrice,churned
CUST0113,West,36,118,8.5,0.15,852.55,False
CUST0114,West,6,80,8.5,0.0,680.0,False
CUST0115,Midwest,24,100,7.5,0.1,675.0,False
CUST0116,South,24,135,7.0,0.15,803.25,False
CUST0117,Midwest,36,70,7.5,0.1,472.5,False
CUST0118,South,6,140,7.0,0.15,833.0,False
CUST0119,Northeast,6,65,8.0,0.0,520.0,False
CUST0120,Northeast,12,67,8.0,0.05,509.2,True
CUST0121,South,24,29,7.0,0.1,182.70000000000002,True
CUST0122,South,6,58,7.0,0.0,406.0,False
CUST0123,Midwest,24,153,7.5,0.2,918.0,False
CUST0124,South,36,83,7.0,0.1,522.9,False
CUST0125,West,36,99,8.5,0.1,757.35,False
CUST0126,West,12,37,8.5,0.05,298.775,False
CUST0127,West,36,166,8.5,0.2,1128.8,True
CUST0128,South,6,143,7.0,0.15,850.85,False
CUST0129,Midwest,24,118,7.5,0.15,752.25,True
CUST0130,West,6,127,8.5,0.15,917.5749999999999,False
CUST0131,Midwest,24,36,7.5,0.1,243.0,False
CUST0132,Northeast,12,114,8.0,0.15,775.1999999999999,True
CUST0133,Midwest,36,104,7.5,0.15,663.0,False
CUST0134,South,6,32,7.0,0.0,224.0,False
CUST0135,Midwest,6,60,7.5,0.0,450.0,True
CUST0136,West,12,122,8.5,0.15,881.4499999999999,False
CUST0137,Midwest,36,63,7.5,0.1,425.25,False
CUST0138,Midwest,12,66,7.5,0.05,470.25,False
CUST0139,Northeast,6,151,8.0,0.15,1026.8,False
CUST0140,South,24,175,7.0,0.2,980.0,False
CUST0141,Midwest,12,88,7.5,0.05,627.0,False
CUST0142,South,12,61,7.0,0.05,405.65,False
CUST0143,Midwest,24,115,7.5,0.15,733.125,False
CUST0144,Northeast,6,141,8.0,0.15,958.8,False
CUST0145,West,36,78,8.5,0.1,596.7,False
CUST0146,Northeast,12,135,8.0,0.15,918.0,True
CUST0147,Northeast,24,192,8.0,0.2,1228.8000000000002,False
CUST0148,South,12,153,7.0,0.15,910.35,False
CUST0149,South,36,164,7.0,0.2,918.4000000000001,False
CUST0150,Midwest,6,131,7.5,0.15,835.125,False
CUST0151,Midwest,6,31,7.5,0.0,232.5,True
CUST0152,Northeast,6,21,8.0,0.0,168.0,False
CUST0153,Northeast,24,82,8.0,0.1,590.4,True
CUST0154,South,6,65,7.0,0.0,455.0,False
CUST0155,Northeast,24,189,8.0,0.2,1209.6000000000001,False
CUST0156,South,36,23,7.0,0.1,144.9,False
CUST0157,Northeast,12,23,8.0,0.05,174.79999999999998,True
CUST0158,South,24,12,7.0,0.1,75.60000000000001,False
CUST0159,Northeast,12,47,8.0,0.05,357.2,False
CUST0160,South,36,128,7.0,0.15,761.6,False
CUST0161,South,12,135,7.0,0.15,803.25,True
CUST0162,Northeast,6,34,8.0,0.0,272.0,False
CUST0163,South,36,120,7.0,0.15,714.0,False
CUST0164,South,36,177,7.0,0.2,991.2,False
CUST0165,Midwest,36,35,7.5,0.1,236.25,False
CUST0166,South,36,68,7.0,0.1,428.40000000000003,False
CUST0167,Midwest,6,79,7.5,0.0,592.5,True
CUST0168,West,12,84,8.5,0.05,678.3,False
CUST0169,South,12,127,7.0,0.15,755.65,True
CUST0170,West,12,188,8.5,0.15,1358.3,False
CUST0171,Midwest,24,182,7.5,0.2,1092.0,False
CUST0172,Midwest,12,127,7.5,0.15,809.625,False
CUST0173,West,24,10,8.5,0.1,76.5,False
CUST0174,West,12,46,8.5,0.05,371.45,True
CUST0175,South,6,143,7.0,0.15,850.85,False
CUST0176,Midwest,6,160,7.5,0.15,1020.0,False
CUST0177,West,6,72,8.5,0.0,612.0,False
CUST0178,Northeast,6,152,8.0,0.15,1033.6,False
CUST0179,Northeast,6,71,8.0,0.0,568.0,False
CUST0180,Midwest,12,126,7.5,0.15,803.25,True
CUST0181,South,6,49,7.0,0.0,343.0,False
CUST0182,West,36,102,8.5,0.15,736.9499999999999,False
CUST0183,Midwest,24,174,7.5,0.2,1044.0,False
CUST0184,South,12,163,7.0,0.15,969.85,False
CUST0185,Midwest,36,81,7.5,0.1,546.75,False
CUST0186,Midwest,36,188,7.5,0.2,1128.0,False
CUST0187,Northeast,6,154,8.0,0.15,1047.2,False
CUST0188,South,12,62,7.0,0.05,412.29999999999995,True
CUST0189,Midwest,24,144,7.5,0.15,918.0,False
CUST0190,Midwest,36,24,7.5,0.1,162.0,False
CUST0191,South,36,166,7.0,0.2,929.6,True
CUST0192,Northeast,6,164,8.0,0.15,1115.2,False
CUST0193,Northeast,12,47,8.0,0.05,357.2,False
CUST0194,South,36,118,7.0,0.15,702.1,False
CUST0195,Northeast,6,56,8.0,0.0,448.0,False
CUST0196,Northeast,12,164,8.0,0.15,1115.2,False
CUST0197,South,24,78,7.0,0.1,491.40000000000003,False
CUST0198,Midwest,12,113,7.5,0.15,720.375,False
CUST0199,Midwest,24,149,7.5,0.15,949.875,False
CUST0200,West,12,120,8.5,0.15,867.0,True
CUST0201,West,36,142,8.5,0.15,1025.95,False
CUST0202,West,24,115,8.5,0.15,830.875,True
CUST0203,South,6,49,7.0,0.0,343.0,False
CUST0204,South,24,10,7.0,0.1,63.0,False
CUST0205,Northeast,6,146,8.0,0.15,992.8,True
CUST0206,Northeast,6,163,8.0,0.15,1108.3999999999999,False
CUST0207,South,12,139,7.0,0.15,827.05,False
CUST0208,South,12,100,7.0,0.05,665.0,False
CUST0209,South,12,161,7.0,0.15,957.9499999999999,False
CUST0210,West,12,97,8.5,0.05,783.275,True
CUST0211,Midwest,36,123,7.5,0.15,784.125,False
CUST0212,South,6,93,7.0,0.0,651.0,False
CUST0213,South,6,113,7.0,0.15,672.35,False
CUST0214,Northeast,36,150,8.0,0.15,1020.0,False
CUST0215,Midwest,36,167,7.5,0.2,1002.0,False
CUST0216,Northeast,6,39,8.0,0.0,312.0,True
CUST0217,South,24,122,7.0,0.15,725.9,False
CUST0218,Midwest,24,72,7.5,0.1,486.0,True
CUST0219,South,36,19,7.0,0.1,119.7,False
CUST0220,Midwest,12,133,7.5,0.15,847.875,True
CUST0221,South,24,81,7.0,0.1,510.3,True
CUST0222,South,6,76,7.0,0.0,532.0,False
CUST0223,South,36,97,7.0,0.1,611.1,False
CUST0224,West,12,153,8.5,0.15,1105.425,True
CUST0225,South,24,185,7.0,0.2,1036.0,True
CUST0226,Midwest,24,170,7.5,0.2,1020.0,False
CUST0227,Midwest,6,56,7.5,0.0,420.0,False
CUST0228,South,12,139,7.0,0.15,827.05,False
CUST0229,Northeast,12,146,8.0,0.15,992.8,False
CUST0230,West,24,95,8.5,0.1,726.75,False
CUST0231,South,12,137,7.0,0.15,815.15,True
CUST0232,Midwest,24,23,7.5,0.1,155.25,False
CUST0233,Northeast,12,31,8.0,0.05,235.6,False
CUST0234,West,12,195,8.5,0.15,1408.875,False
CUST0235,Midwest,12,137,7.5,0.15,873.375,True
CUST0236,West,6,175,8.5,0.15,1264.375,False
CUST0237,West,24,126,8.5,0.15,910.35,True
CUST0238,Northeast,24,66,8.0,0.1,475.2,True
CUST0239,Northeast,6,62,8.0,0.0,496.0,True
CUST0240,Northeast,6,163,8.0,0.15,1108.3999999999999,False
CUST0241,Midwest,36,63,7.5,0.1,425.25,False
CUST0242,South,6,45,7.0,0.0,315.0,False
CUST0243,South,24,63,7.0,0.1,396.90000000000003,False
CUST0244,South,36,159,7.0,0.2,890.4000000000001,True
CUST0245,West,24,90,8.5,0.1,688.5,False
CUST0246,Northeast,24,163,8.0,0.2,1043.2,False
CUST0247,Northeast,6,70,8.0,0.0,560.0,False
CUST0248,Midwest,6,48,7.5,0.0,360.0,False
CUST0249,Northeast,12,66,8.0,0.05,501.59999999999997,False
CUST0250,South,36,71,7.0,0.1,447.3,False
CUST0251,West,12,34,8.5,0.05,274.55,False
CUST0252,West,24,68,8.5,0.1,520.2,True
CUST0253,Northeast,24,146,8.0,0.15,992.8,True
CUST0254,West,12,68,8.5,0.05,549.1,False
CUST0255,South,24,155,7.0,0.2,868.0,False
CUST0256,South,6,23,7.0,0.0,161.0,True
CUST0257,Midwest,24,46,7.5,0.1,310.5,False
CUST0258,Midwest,24,117,7.5,0.15,745.875,False
CUST0259,Midwest,6,150,7.5,0.15,956.25,False
CUST0260,West,6,179,8.5,0.15,1293.2749999999999,False
CUST0261,Midwest,12,22,7.5,0.05,156.75,False
CUST0262,West,36,132,8.5,0.15,953.6999999999999,False
CUST0263,Northeast,36,193,8.0,0.2,1235.2,False
CUST0264,Northeast,12,167,8.0,0.15,1135.6,False
CUST0265,Midwest,6,12,7.5,0.0,90.0,False
CUST0266,West,12,77,8.5,0.05,621.775,True
CUST0267,Northeast,12,82,8.0,0.05,623.1999999999999,True
CUST0268,Northeast,36,149,8.0,0.15,1013.1999999999999,False
CUST0269,South,12,97,7.0,0.05,645.05,False
CUST0270,Northeast,12,162,8.0,0.15,1101.6,False
CUST0271,Northeast,24,63,8.0,0.1,453.6,False
CUST0272,Northeast,12,83,8.0,0.05,630.8,True
CUST0273,Midwest,24,129,7.5,0.15,822.375,False
CUST0274,Northeast,12,56,8.0,0.05,425.59999999999997,False
CUST0275,Northeast,6,132,8.0,0.15,897.6,False
CUST0276,Midwest,12,71,7.5,0.05,505.875,False
CUST0277,Northeast,6,77,8.0,0.0,616.0,False
CUST0278,Midwest,24,114,7.5,0.15,726.75,False
CUST0279,South,6,85,7.0,0.0,595.0,True
CUST0280,South,36,34,7.0,0.1,214.20000000000002,False
CUST0281,South,12,81,7.0,0.05,538.65,False
CUST0282,West,12,155,8.5,0.15,1119.875,False
CUST0283,West,6,71,8.5,0.0,603.5,False
CUST0284,Midwest,24,65,7.5,0.1,438.75,False
CUST0285,Northeast,12,156,8.0,0.15,1060.8,False
CUST0286,West,6,68,8.5,0.0,578.0,False
CUST0287,Northeast,6,179,8.0,0.15,1217.2,True
CUST0288,South,12,197,7.0,0.15,1172.1499999999999,False
CUST0289,Midwest,24,168,7.5,0.2,1008.0,True
CUST0290,Midwest,12,86,7.5,0.05,612.75,True
CUST0291,Midwest,24,122,7.5,0.15,777.75,False
CUST0292,West,24,107,8.5,0.15,773.0749999999999,False
CUST0293,Midwest,24,167,7.5,0.2,1002.0,True
CUST0294,Northeast,36,72,8.0,0.1,518.4,False
CUST0295,Midwest,36,157,7.5,0.2,942.0,False
CUST0296,Midwest,36,26,7.5,0.1,175.5,False
CUST0297,Midwest,12,129,7.5,0.15,822.375,True
CUST0298,Midwest,12,184,7.5,0.15,1173.0,True
CUST0299,South,6,143,7.0,0.15,850.85,False
CUST0300,West,24,67,8.5,0.1,512.5500000000001,True
CUST0301,Northeast,24,24,8.0,0.1,172.8,False
CUST0302,Northeast,24,125,8.0,0.15,850.0,True
CUST0303,South,24,90,7.0,0.1,567.0,False
CUST0304,West,36,30,8.5,0.1,229.5,False
CUST0305,Midwest,24,171,7.5,0.2,1026.0,False
CUST0306,West,6,34,8.5,0.0,289.0,False
CUST0307,South,36,69,7.0,0.1,434.7,True
CUST0308,Northeast,6,62,8.0,0.0,496.0,False
CUST0309,South,24,102,7.0,0.15,606.9,True
CUST0310,Northeast,36,69,8.0,0.1,496.8,True
CUST0311,Northeast,12,185,8.0,0.15,1258.0,False
CUST0312,South,12,126,7.0,0.15,749.6999999999999,False
CUST0313,Northeast,36,30,8.0,0.1,216.0,True
CUST0314,West,12,119,8.5,0.15,859.775,False
CUST0315,Northeast,36,20,8.0,0.1,144.0,False
CUST0316,West,6,154,8.5,0.15,1112.6499999999999,True
CUST0317,Midwest,12,101,7.5,0.15,643.875,False
CUST0318,Midwest,36,169,7.5,0.2,1014.0,True
CUST0319,Northeast,36,163,8.0,0.2,1043.2,False
CUST0320,Midwest,12,112,7.5,0.15,714.0,False
CUST0321,Midwest,24,181,7.5,0.2,1086.0,True
CUST0322,South,6,132,7.0,0.15,785.4,False
CUST0323,West,36,187,8.5,0.2,1271.6000000000001,False
CUST0324,West,12,120,8.5,0.15,867.0,False
CUST0325,Midwest,24,12,7.5,0.1,81.0,True
CUST0326,West,12,23,8.5,0.05,185.725,False
CUST0327,Midwest,24,64,7.5,0.1,432.0,False
CUST0328,Northeast,36,128,8.0,0.15,870.4,False
CUST0329,Midwest,12,159,7.5,0.15,1013.625,False
CUST0330,West,6,68,8.5,0.0,578.0,False
CUST0331,Northeast,12,106,8.0,0.15,720.8,False
CUST0332,Northeast,12,168,8.0,0.15,1142.3999999999999,False
CUST0333,West,36,135,8.5,0.15,975.375,False
CUST0334,West,12,186,8.5,0.15,1343.85,True
CUST0335,Midwest,36,75,7.5,0.1,506.25,False
CUST0336,West,12,48,8.5,0.05,387.59999999999997,False
CUST0337,West,24,27,8.5,0.1,206.55,False
CUST0338,South,6,108,7.0,0.15,642.6,False
CUST0339,Midwest,36,23,7.5,0.1,155.25,False
CUST0340,South,6,78,7.0,0.0,546.0,True
CUST0341,Northeast,24,23,8.0,0.1,165.6,False
CUST0342,Northeast,36,139,8.0,0.15,945.1999999999999,False
CUST0343,West,12,172,8.5,0.15,1242.7,False
CUST0344,South,6,177,7.0,0.15,1053.1499999999999,False
CUST0345,South,24,19,7.0,0.1,119.7,True
CUST0346,Midwest,36,102,7.5,0.15,650.25,False
CUST0347,West,36,180,8.5,0.2,1224.0,False
CUST0348,Northeast,36,127,8.0,0.15,863.6,False
CUST0349,Northeast,36,53,8.0,0.1,381.6,False
CUST0350,South,24,143,7.0,0.15,850.85,False
CUST0351,Midwest,6,46,7.5,0.0,345.0,False
CUST0352,Northeast,6,128,8.0,0.15,870.4,True
CUST0353,Northeast,6,188,8.0,0.15,1278.3999999999999,True
CUST0354,Midwest,36,190,7.5,0.2,1140.0,True
CUST0355,Northeast,12,38,8.0,0.05,288.8,False
CUST0356,South,36,180,7.0,0.2,1008.0,True
CUST0357,West,12,54,8.5,0.05,436.04999999999995,True
CUST0358,Midwest,12,133,7.5,0.15,847.875,False
CUST0359,Northeast,24,95,8.0,0.1,684.0,False
CUST0360,Northeast,24,128,8.0,0.15,870.4,False
CUST0361,Northeast,12,145,8.0,0.15,986.0,False
CUST0362,Northeast,36,81,8.0,0.1,583.2,False
CUST0363,West,6,114,8.5,0.15,823.65,True
CUST0364,West,12,72,8.5,0.05,581.4,False
CUST0365,Northeast,6,86,8.0,0.0,688.0,True
CUST0366,South,36,107,7.0,0.15,636.65,False
CUST0367,Midwest,12,91,7.5,0.05,648.375,False
CUST0368,South,24,118,7.0,0.15,702.1,False
CUST0369,Northeast,6,152,8.0,0.15,1033.6,False
CUST0370,Midwest,24,152,7.5,0.2,912.0,False
CUST0371,Northeast,36,44,8.0,0.1,316.8,True
CUST0372,Midwest,24,108,7.5,0.15,688.5,False
CUST0373,Northeast,24,94,8.0,0.1,676.8000000000001,False
CUST0374,West,12,165,8.5,0.15,1192.125,False
CUST0375,West,36,24,8.5,0.1,183.6,False
CUST0376,South,12,55,7.0,0.05,365.75,False
CUST0377,South,36,30,7.0,0.1,189.0,False
CUST0378,South,12,87,7.0,0.05,578.55,False
CUST0379,South,6,165,7.0,0.15,981.75,False
CUST0380,West,12,173,8.5,0.15,1249.925,False
CUST0381,Midwest,6,103,7.5,0.15,656.625,True
CUST0382,South,36,83,7.0,0.1,522.9,False
CUST0383,Northeast,12,198,8.0,0.15,1346.3999999999999,True
CUST0384,West,36,127,8.5,0.15,917.5749999999999,True
CUST0385,Midwest,24,132,7.5,0.15,841.5,True
CUST0386,Midwest,12,30,7.5,0.05,213.75,True
CUST0387,Midwest,36,131,7.5,0.15,835.125,False
CUST0388,Midwest,36,161,7.5,0.2,966.0,False
CUST0389,Midwest,36,28,7.5,0.1,189.0,False
CUST0390,South,12,98,7.0,0.05,651.6999999999999,False
CUST0391,Midwest,6,184,7.5,0.15,1173.0,True
CUST0392,West,12,170,8.5,0.15,1228.25,True
CUST0393,South,24,169,7.0,0.2,946.4000000000001,False
CUST0394,Northeast,12,86,8.0,0.05,653.6,False
CUST0395,South,24,94,7.0,0.1,592.2,False
CUST0396,Midwest,12,134,7.5,0.15,854.25,False
CUST0397,West,12,28,8.5,0.05,226.1,False
CUST0398,Midwest,12,41,7.5,0.05,292.125,True
CUST0399,Northeast,36,140,8.0,0.15,952.0,False
CUST0400,Northeast,24,79,8.0,0.1,568.8000000000001,False
CUST0401,Midwest,36,14,7.5,0.1,94.5,True
CUST0402,West,6,17,8.5,0.0,144.5,False
CUST0403,Northeast,12,12,8.0,0.05,91.19999999999999,True
CUST0404,Midwest,24,181,7.5,0.2,1086.0,False
CUST0405,Midwest,36,17,7.5,0.1,114.75,False
CUST0406,Midwest,36,86,7.5,0.1,580.5,True
CUST0407,Midwest,12,167,7.5,0.15,1064.625,False
CUST0408,West,36,154,8.5,0.2,1047.2,False
CUST0409,South,36,127,7.0,0.15,755.65,False
CUST0410,West,36,117,8.5,0.15,845.3249999999999,True
CUST0411,Midwest,12,41,7.5,0.05,292.125,True
CUST0412,West,36,47,8.5,0.1,359.55,False
CUST0413,Northeast,6,11,8.0,0.0,88.0,False
CUST0414,Northeast,6,84,8.0,0.0,672.0,False
CUST0415,Midwest,24,15,7.5,0.1,101.25,False
CUST0416,South,24,95,7.0,0.1,598.5,False
CUST0417,Northeast,12,175,8.0,0.15,1190.0,False
CUST0418,South,12,167,7.0,0.15,993.65,True
CUST0419,Midwest,6,152,7.5,0.15,969.0,False
CUST0420,Midwest,24,139,7.5,0.15,886.125,False
CUST0421,Northeast,12,42,8.0,0.05,319.2,False
CUST0422,Midwest,6,119,7.5,0.15,758.625,False
CUST0423,Northeast,6,145,8.0,0.15,986.0,False
CUST0424,West,6,88,8.5,0.0,748.0,False
CUST0425,West,36,150,8.5,0.15,1083.75,False
CUST0426,West,12,69,8.5,0.05,557.175,False
CUST0427,South,24,14,7.0,0.1,88.2,False
CUST0428,Midwest,6,139,7.5,0.15,886.125,False
CUST0429,South,6,92,7.0,0.0,644.0,True
CUST0430,Northeast,6,165,8.0,0.15,1122.0,False
CUST0431,West,6,13,8.5,0.0,110.5,False
CUST0432,West,6,110,8.5,0.15,794.75,False
CUST0433,West,12,187,8.5,0.15,1351.075,True
CUST0434,West,24,71,8.5,0.1,543.15,False
CUST0435,Midwest,12,95,7.5,0.05,676.875,False
CUST0436,South,12,71,7.0,0.05,472.15,True
CUST0437,Midwest,24,67,7.5,0.1,452.25,True
CUST0438,Northeast,6,22,8.0,0.0,176.0,True
CUST0439,West,24,158,8.5,0.2,1074.4,False
CUST0440,South,6,35,7.0,0.0,245.0,False
CUST0441,Northeast,36,166,8.0,0.2,1062.4,False
CUST0442,Northeast,12,150,8.0,0.15,1020.0,False
CUST0443,West,6,106,8.5,0.15,765.85,False
CUST0444,Midwest,36,197,7.5,0.2,1182.0,False
CUST0445,West,24,186,8.5,0.2,1264.8000000000002,False
CUST0446,West,24,97,8.5,0.1,742.0500000000001,True
CUST0447,West,6,96,8.5,0.0,816.0,False
CUST0448,Northeast,24,161,8.0,0.2,1030.4,False
CUST0449,West,24,189,8.5,0.2,1285.2,False
CUST0450,South,24,37,7.0,0.1,233.1,False
CUST0451,Midwest,36,17,7.5,0.1,114.75,False
CUST0452,Midwest,24,121,7.5,0.15,771.375,False
CUST0453,Midwest,24,58,7.5,0.1,391.5,True
CUST0454,West,12,114,8.5,0.15,823.65,True
CUST0455,Midwest,12,158,7.5,0.15,1007.25,True
CUST0456,South,36,11,7.0,0.1,69.3,False
CUST0457,West,36,133,8.5,0.15,960.925,True
CUST0458,Midwest,24,26,7.5,0.1,175.5,False
CUST0459,Northeast,12,31,8.0,0.05,235.6,False
CUST0460,West,6,181,8.5,0.15,1307.725,False
CUST0461,South,12,41,7.0,0.05,272.65,False
CUST0462,South,6,21,7.0,0.0,147.0,False
CUST0463,Northeast,12,145,8.0,0.15,986.0,False
CUST0464,Midwest,24,160,7.5,0.2,960.0,False
CUST0465,South,6,31,7.0,0.0,217.0,False
CUST0466,Northeast,12,11,8.0,0.05,83.6,False
CUST0467,South,24,160,7.0,0.2,896.0,False
CUST0468,Northeast,12,180,8.0,0.15,1224.0,False
CUST0469,Midwest,24,32,7.5,0.1,216.0,False
CUST0470,South,36,120,7.0,0.15,714.0,False
CUST0471,Midwest,36,81,7.5,0.1,546.75,False
CUST0472,Northeast,24,141,8.0,0.15,958.8,False
CUST0473,South,6,19,7.0,0.0,133.0,False
CUST0474,Midwest,24,164,7.5,0.2,984.0,False
CUST0475,West,12,99,8.5,0.05,799.425,False
CUST0476,West,6,23,8.5,0.0,195.5,False
CUST0477,West,24,79,8.5,0.1,604.35,False
CUST0478,Northeast,12,141,8.0,0.15,958.8,False
CUST0479,Midwest,24,163,7.5,0.2,978.0,False
CUST0480,Northeast,12,112,8.0,0.15,761.6,True
CUST0481,South,24,13,7.0,0.1,81.9,False
CUST0482,South,36,89,7.0,0.1,560.7,True
CUST0483,West,12,167,8.5,0.15,1206.575,False
CUST0484,South,36,69,7.0,0.1,434.7,True
CUST0485,West,6,85,8.5,0.0,722.5,False
CUST0486,Midwest,6,168,7.5,0.15,1071.0,False
CUST0487,Midwest,24,122,7.5,0.15,777.75,False
CUST0488,Midwest,24,125,7.5,0.15,796.875,False
CUST0489,Northeast,6,13,8.0,0.0,104.0,False
CUST0490,South,24,152,7.0,0.2,851.2,False
